ind_ID,long,lat,dist_from_rangeedge
QUE000128_alb,-86.35075,41.864917,378741.20927971
QUE000136_bic,-87.860335,41.740864,203725.836019396
QUE000322_mue,-104.75417,31.97917,9011.30440699222
QUE001333_mac,-90.383786,40.989946,434343.87226395
QUE001334_mac,-90.402384,40.990945,435519.865667645
QUE001335_mac,-90.402384,40.990945,435519.865667645
QUE001336_mac,-90.402384,40.990945,435519.865667645
QUE001337_mac,-90.405752,40.9904574,435778.058006197
QUE001338_mac,-90.405752,40.9904574,435778.058006197
QUE001339_mac,-90.405752,40.9904574,435778.058006197
QUE001340_mac,-90.405752,40.9904574,435778.058006197
QUE001341_mac,-90.399817,40.9905535,435374.496581048
QUE001342_mac,-90.399817,40.9905535,435374.496581048
QUE001343_mac,-90.398409,40.989198,435371.651734952
QUE001344_mac,-90.398239,40.9887178,374900.258056089
QUE001345_mac,-90.398239,40.9887178,435392.647938407
QUE001346_mac,-90.398239,40.9887178,435392.647938407
QUE001347_mac,-90.393722,40.98749154,435173.389168534
QUE001348_mac,-90.393579,40.9878018,435142.901095302
QUE001349_mac,-90.393579,40.9878018,435142.901095302
QUE001350_mac,-90.393384,40.987996,435116.767963491
QUE001351_mac,-90.391843,40.98879,434960.216638654
QUE001352_mac,-90.384677,40.9898984,434406.605277676
QUE001353_bic,-88.272995,41.7871378,213191.097040804
QUE001354_bic,-88.272995,41.7871378,213191.097040804
QUE001355_bic,-88.272995,41.7871378,213191.097040804
QUE001356_bic,-88.273141,41.7873037,213174.83662828
QUE001357_bic,-88.273045,41.7873037,213173.565506242
QUE001359_bic,-88.266149,41.7905251,212729.5838035
QUE001360_bic,-88.272206,41.7895934,212911.360230812
QUE001361_mac,-88.271006,41.7872724,242299.162658693
QUE001362_bic,-90.307985,43.239139,89871.8580556866
QUE001363_bic,-90.306989,43.23857,89870.2559970376
QUE001364_bic,-90.303845,43.223441,91027.0266097826
QUE001365_bic,-90.30431,43.233824,90145.5665105971
QUE001366_bic,-90.305408,43.219807,91423.1708975991
QUE001367_bic,-90.303809,43.218371,91469.160965926
QUE001368_bic,-90.304929,43.215162,91806.5165157556
QUE001369_mac,-90.303741,43.243623,226730.287928715
QUE001370_mac,-90.302268,43.241424,226875.160057027
QUE001371_mac,-90.302268,43.241424,226875.160057027
QUE001372_mac,-90.303891,43.264793,224738.436771501
QUE001373_bic,-90.303891,43.264793,87459.7699597806
QUE001374_bic,-90.303891,43.264793,87459.7699597806
QUE001375_bic,-90.302314,43.240287,89483.7128931347
QUE001376_mac,-90.302314,43.240287,226984.571368437
QUE001377_mac,-90.303891,43.264793,224738.436771501
QUE001378_bic,-90.303891,43.264793,87459.7699597806
QUE001384_bic,-90.303891,43.264793,87459.7699597806
QUE001385_bic,-90.303891,43.264793,87459.7699597806
QUE001386_bic,-90.303891,43.264793,87459.7699597806
QUE001387_bic,-90.303891,43.264793,87459.7699597806
QUE001388_bic,-90.303891,43.264793,87459.7699597806
QUE001389_bic,-90.303891,43.264793,87459.7699597806
QUE001390_bic,-90.303891,43.264793,87459.7699597806
QUE001391_bic,-90.303891,43.264793,87459.7699597806
QUE001392_bic,-90.303891,43.264793,87459.7699597806
QUE001393_mac,-90.303891,43.264793,224738.436771501
QUE001400_ste,-89.547185,32.3582421,110715.273285955
QUE001403_ste,-89.547185,32.3582421,110715.273285955
QUE001406_ste,-89.547185,32.3582421,110715.273285955
QUE001408_ste,-89.547185,32.3582421,110715.273285955
QUE001409_ste,-89.547185,32.3582421,110715.273285955
QUE001410_ste,-89.547185,32.3582421,110715.273285955
QUE001411_ste,-89.547185,32.3582421,110715.273285955
QUE001412_ste,-89.547185,32.3582421,110715.273285955
QUE001419_ste,-92.783737,31.9652505,73772.3692265557
QUE001444_ste,-97.181667,30.076389,79399.2786403721
QUE001451_ste,-97.181667,30.076389,79399.2786403721
QUE001452_ste,-97.181667,30.076389,79399.2786403721
QUE001463_alb,-92.414722,34.933333,138790.738307709
QUE001483_mac,-87.866097,41.718158,225364.903950784
QUE001484_mac,-87.866098,41.719269,225268.486810864
QUE001485_mac,-87.866098,42.719269,154836.048593054
QUE001486_bic,-87.866425,41.721732,205604.608965539
QUE001487_mac,-87.86057,41.721525,224785.787419978
QUE001488_mac,-87.86057,41.721525,224785.787419978
QUE001489_mac,-87.86617,41.723086,224940.997080575
QUE001526_mac,-87.859901,41.724335,224507.028689485
QUE001527_bic,-87.866086,41.726608,205195.334791021
QUE001528_bic,-87.865461,41.7258,205223.73319526
QUE001529_bic,-87.86371,41.725382,205155.954062198
QUE001530_mac,-87.862598,41.725689,224529.563416795
QUE001531_mac,-87.852271,41.721522,224356.389338183
QUE001532_mac,-87.866357,41.718072,225385.862205497
QUE001533_mac,-87.866302,41.71809,225381.445385373
QUE001534_bic,-87.866311,41.718213,205879.686181629
QUE001535_bic,-87.866416,41.718543,205859.312662999
QUE001536_mac,-87.866644,41.72124,225125.771230104
QUE001537_bic,-87.914855,42.183259,166469.248564906
QUE001538_bic,-87.914855,42.183259,166469.248564906
QUE001539_bic,-87.914855,42.183259,166469.248564906
QUE001540_mac,-87.91512,42.183917,190764.393863562
QUE001541_mac,-87.91512,42.183917,190764.393863562
QUE001542_mac,-87.91512,42.183917,190764.393863562
QUE001543_bic,-87.914622,42.184283,166354.990564932
QUE001544_bic,-87.913744,42.185005,166272.668446617
QUE001545_bic,-87.913637,42.184204,166361.328693818
QUE001546_mac,-87.9143,42.183468,190745.638795652
QUE001547_mac,-87.9143,42.183468,190745.638795652
QUE001548_mac,-87.9143,42.183468,190745.638795652
QUE001549_mac,-87.918994,42.181511,191181.306640661
QUE001550_bic,-87.920503,42.177593,167112.933443708
QUE001551_mac,-87.91698,42.17597,191457.819575665
QUE001552_bic,-87.91698,42.17597,167283.793912887
QUE001553_bic,-87.912008,42.174555,167428.602534086
QUE001554_mac,-87.914878,42.175674,191348.160506938
QUE001555_bic,-87.914478,42.175536,167325.670347296
QUE001556_mac,-87.914442,42.175701,191318.989915695
QUE001557_bic,-87.912833,42.181465,166663.445500464
QUE001610_mac,-88.06293,41.81347,228097.78243531
QUE001611_alb,-88.06309,41.81345,337909.224417685
QUE001629_mac,-88.0628,41.81671,227828.696303816
QUE001630_alb,-88.06216,41.81672,337560.799430969
QUE001720_mac,-89.80083,39.9355,332928.738262466
QUE001721_mac,-89.80068,39.93549,332925.484740408
QUE001728_mac,-88.05,41.82069,226777.370793982
QUE001729_alb,-88.05048,41.82057,337278.20223011
QUE001750_alb,-89.8066,43.10632,205573.497605445
QUE001758_alb,-89.80435,43.10661,205473.745313352
QUE001759_mac,-89.80825,43.10698,222386.210185167
QUE001764_alb,-89.80337,43.10661,205443.295242024
QUE001767_mac,-89.80593,43.10543,222478.994257727
QUE001778_mac,-89.8049,43.10583,222407.488068264
QUE001780_mac,-91.72465,41.97323,391176.344496733
QUE001783_mac,-91.7239,41.9736,391132.348918265
QUE001789_mac,-91.72565,41.97362,391137.01436433
QUE001792_mac,-93.6293,42.02917,402320.982129443
QUE001796_mac,-93.632,42.03033,402092.221386499
QUE001800_mac,-93.63142,42.02883,402147.146435199
QUE001804_mac,-93.60619,42.04211,404175.623033464
QUE001814_mac,-91.79416,40.7056,472341.974244862
QUE001815_alb,-91.79392,40.70625,274298.841365107
QUE001816_alb,-91.79392,40.70627,274298.969414041
QUE001817_alb,-91.79381,40.70648,274309.590343569
QUE001819_mue,-91.79589,40.70481,222794.397681556
QUE001820_mac,-93.61113,42.04561,403752.22134313
QUE001835_mue,-92.762,37.97259,291247.528845086
QUE001839_ste,-92.76217,37.97291,236954.971237241
QUE001840_mue,-92.76217,37.973,291289.198070521
QUE001841_alb,-92.76227,37.97316,142234.882640011
QUE001846_alb,-92.76266,37.97414,142196.771433755
QUE001857_ste,-92.76516,37.97793,236487.418962613
QUE001858_alb,-92.76518,37.97792,141960.595585619
QUE001860_mue,-92.76518,37.97792,291852.368482357
QUE001862_ste,-96.4152,36.84914,35807.1977308413
QUE001863_mac,-96.42526,36.84504,128069.341228007
QUE001866_mac,-96.42621,36.84474,128009.619641911
QUE001870_mac,-96.42725,36.84435,127947.451935684
QUE001871_ste,-96.4292,36.84354,35416.5026268177
QUE001877_ste,-96.41918,36.84541,35870.4416886005
QUE001878_mac,-95.89476,36.2107,162843.408840146
QUE001880_mac,-95.89845,36.2204,163967.870818919
QUE001882_mac,-95.89876,36.22064,164002.055737366
QUE001884_alb,-95.89998,36.21813,14783.596613183
QUE001885_alb,-95.90014,36.21812,14769.5858554547
QUE001886_mac,-98.35412,35.45351,22682.1109109425
QUE001893_mue,-98.35347,35.44809,22500.8842610348
QUE001894_mac,-98.35451,35.44376,52109.8815224184
QUE001898_mue,-98.35471,35.44085,22082.3578298544
QUE001900_mac,-98.35495,35.43874,52004.8332602543
QUE001902_mac,-98.35497,35.43854,52000.4247043438
QUE001904_mac,-97.44921,35.17705,126562.73361643
QUE001907_mac,-97.4497,35.17688,126516.100242522
QUE001912_mac,-97.45003,35.17722,126490.519765839
QUE001915_ste,-92.32674,34.80412,97624.6677847574
QUE001916_mac,-92.32634,34.80384,10625.4780056386
QUE001918_alb,-92.32599,34.80299,124435.817345102
QUE001920_alb,-92.32555,34.80306,10549.0541859388
QUE001922_mac,-92.32557,34.8028,10520.3020199673
QUE001923_ste,-92.3259,34.80348,10591.0774037109
QUE001924_mac,-92.32698,34.80377,10610.3963139515
QUE001925_ste,-92.32652,34.80427,10670.5650324499
QUE001927_bic,-92.3264,34.80445,195603.813970948
QUE001928_mac,-92.32612,34.80445,10694.9372407787
QUE001929_mac,-91.36496,37.1574,150371.038963971
QUE001930_mue,-91.36496,37.1574,140262.393760919
QUE001932_alb,-91.36499,37.15729,259274.948837443
QUE001933_mac,-91.36471,37.15687,150310.120151484
QUE001936_mac,-91.36513,37.15758,150396.058329637
QUE001937_mac,-91.63996,43.90292,176919.512617882
QUE001938_mue,-91.63986,43.903,27461.7754816283
QUE001940_mac,-91.63887,43.90232,176980.026872999
QUE001943_alb,-91.64829,43.89158,121504.606304029
QUE001947_mue,-91.64893,43.89142,26405.4398329401
QUE001951_mac,-95.24385,49.71376,95144.3870333856
QUE001955_mac,-95.2448,49.71204,95336.804770569
QUE001959_mac,-95.24456,49.71187,95341.1553300495
QUE001960_mac,-99.15971,49.76104,149028.698787409
QUE001963_mac,-99.1604,49.76137,148988.443708221
QUE001969_mac,-99.15844,49.76055,149105.942030796
QUE001971_mac,-97.24911,49.85783,178611.223928622
QUE001974_mac,-97.24828,49.85392,179029.167330071
QUE001979_mac,-97.24661,49.85344,179067.446115238
QUE001980_mac,-91.14557,46.02383,21463.3766729114
QUE001982_mac,-91.14288,46.0259,21162.2483602508
QUE001985_mac,-91.12945,46.0244,20395.0792775949
QUE002057_mac,-98.58906,38.963586,29390.5437347223
QUE002058_mac,-98.58906,38.963586,29390.5437347223
QUE002059_mac,-98.58906,38.963586,29390.5437347223
QUE002068_mac,-97.588909,38.842944,45743.9443440596
QUE002069_mac,-97.588909,38.842944,45743.9443440596
QUE002072_mac,-88.367745,39.839311,320305.483291729
QUE002073_mac,-88.367745,39.839311,320305.483291729
QUE002074_mac,-88.367745,39.839311,320305.483291729
QUE002075_alb,-88.367745,39.839311,538241.743990794
QUE002076_mac,-88.367745,39.839311,320305.483291729
QUE002081_mac,-89.4445,37.51492,64327.1147154206
QUE002082_mac,-89.44535,37.51639,64506.5307826247
QUE002083_mac,-89.44542,37.51651,64521.1975124718
QUE002084_mac,-89.44584,37.51726,64612.2788860619
QUE002085_mac,-86.41257,38.7362,255700.805521549
QUE002086_mue,-86.41245,38.73625,307749.677275595
QUE002087_mac,-86.41255,38.73603,255685.058291694
QUE002091_alb,-86.41434,38.73631,544191.065284552
QUE002092_bic,-86.41478,38.73651,101878.779674487
QUE002096_mac,-86.41346,38.73833,255933.174000926
QUE002098_mue,-86.41263,38.73743,307820.226061281
QUE002099_mue,-85.50685,40.45791,252489.340586235
QUE002101_mue,-85.50383,40.45892,252427.942492801
QUE002102_mac,-85.50411,40.45905,257229.396940312
QUE002103_mac,-85.50446,40.45908,257257.51243348
QUE002105_mac,-85.50807,40.45916,257536.336520818
QUE002106_mac,-85.50878,40.45911,257587.976891988
QUE002107_mac,-85.50926,40.45917,257627.464479535
QUE002108_alb,-85.50917,40.45911,444759.658799367
QUE002109_alb,-85.50973,40.45916,444789.991764218
QUE002110_mac,-87.2948,41.53273,217455.81180723
QUE002114_mac,-87.29146,41.53403,217205.08112696
QUE002119_mac,-87.29708,41.53239,217572.254556968
QUE002121_alb,-87.06045,41.65738,375224.215535107
QUE002124_alb,-87.06218,41.65955,374948.489830913
QUE002128_alb,-87.04994,41.65947,375305.252767606
QUE002129_mac,-73.313005,41.9623302,10627.3538876742
QUE002130_mac,-73.335343,42.0161441,9662.38859148084
QUE002132_mac,-73.412025,42.1665869,1014.84044225488
QUE002133_mac,-73.41209,42.1666494,1022.65915873768
QUE002134_mac,-73.219556,42.9102876,10972.989188377
QUE002135_mac,-73.219522,42.910269,10976.4470526724
QUE002136_mac,-73.218712,42.909897,11053.8255704426
QUE002137_mac,-73.181065,43.6034268,27844.393609556
QUE002138_alb,-73.180401,43.604683,15259.5438222203
QUE002139_mac,-73.202578,43.5836123,28196.7712695696
QUE002140_mac,-73.04841,43.7432343,21087.0647304289
QUE002141_mac,-73.19356,43.9166704,1302.80751469436
QUE002143_mac,-73.222777,43.951352,1808.80973038648
QUE002147_mac,-73.148044,44.0059347,3596.97488835052
QUE002148_mac,-73.243211,44.2343287,7537.95675940289
QUE002149_alb,-73.243422,44.2354233,7583.41946569319
QUE002150_mac,-73.243122,44.2339356,7520.60167513613
QUE002151_mac,-73.249727,44.2643368,8665.70915739799
QUE002153_bic,-73.237528,44.4001175,6056.73339165812
QUE002154_mac,-73.23757,44.4006814,7876.73754475072
QUE002155_alb,-73.220154,44.4463947,3807.89043834205
QUE002157_alb,-73.220373,44.44643,3822.95066103924
QUE002158_mac,-73.163558,44.5802303,1712.41642661547
QUE002159_mac,-73.165539,44.5792499,1571.61747140802
QUE002160_mac,-73.344894,44.6675241,4449.56402727766
QUE002161_mac,-73.32585,44.7174297,5083.12730438991
QUE002164_mac,-73.31218,44.7473055,5990.83679089614
QUE002166_mac,-90.80547,38.46385,218540.947712186
QUE002170_mac,-90.81498,38.46187,218918.672082846
QUE002175_mac,-90.8094,38.46608,218952.534951824
QUE002176_alb,-90.57564,38.51339,334982.225500876
QUE002180_ste,-90.57724,38.51456,123548.042112445
QUE002183_ste,-90.57241,38.51437,123370.12174075
QUE002187_mac,-90.55987,38.51089,209432.880767691
QUE002188_ste,-90.55917,38.51146,123124.2801962
QUE002189_mue,-90.55921,38.51135,208531.247262618
QUE002193_alb,-90.55741,38.51347,336571.655988195
QUE002194_mac,-91.08245,38.22685,217442.683905025
QUE002195_ste,-91.08285,38.22665,174097.479156584
QUE002196_bic,-91.08296,38.22667,6338.26492107422
QUE002202_mac,-91.08194,38.22441,217235.757448198
QUE002208_mac,-91.08238,38.22826,217537.728237503
QUE002209_ste,-91.08355,38.21813,174903.101785943
QUE002210_alb,-91.08636,38.21718,289180.75031047
QUE002216_alb,-91.09208,38.21713,288680.047641204
QUE002219_ste,-91.09209,38.21786,175361.853294495
QUE002225_alb,-91.09339,38.21733,288566.273301243
QUE002226_mue,-91.30513,37.15758,136942.532225264
QUE002229_ste,-94.80724,38.97864,35407.2760010667
QUE002232_alb,-94.80692,38.97918,747.504388465176
QUE002239_mue,-94.80537,38.97934,156664.251184423
QUE002240_ste,-94.80537,38.97934,35536.0535860834
QUE002247_mue,-94.80495,38.97887,156727.337286455
QUE002250_mue,-94.80509,38.97394,157124.374749243
QUE002251_mac,-94.8052,38.98007,254348.391135328
QUE002252_ste,-94.80504,38.98014,35534.8518572162
QUE002253_alb,-94.80532,38.9803,727.189860089305
QUE002256_mac,-94.80568,38.98048,254326.965641612
QUE002261_alb,-94.80572,38.9813,616.746901227877
QUE002265_mac,-94.81036,38.98141,253990.259171477
QUE002267_mue,-95.18853,38.80954,124334.570151589
QUE002268_mac,-95.18855,38.80951,216471.419041326
QUE002269_alb,-95.18916,38.80958,5304.89425057293
QUE002275_alb,-95.19019,38.8089,5372.11818958913
QUE002282_alb,-95.19265,38.8096,5275.60138347487
QUE002283_ste,-95.19265,38.8096,5323.11877152453
QUE002284_mac,-95.19389,38.8087,216006.321023345
QUE002285_mue,-95.19389,38.8087,123860.897772521
QUE002290_mue,-95.19458,38.80832,123792.10808525
QUE002291_mac,-95.19508,38.80803,215883.194531211
QUE002295_mac,-96.60772,39.10709,125446.727258477
QUE002299_mac,-96.60616,39.10691,125542.903871079
QUE002302_mac,-96.59616,39.10339,126005.462946005
QUE002303_mue,-96.59982,39.10158,45228.2256908648
QUE002304_mac,-96.60469,39.10791,125711.174626757
QUE002310_mue,-96.6074,39.10761,45754.4377443302
QUE002313_alb,-85.74551,41.86308,366225.72934896
QUE002314_alb,-85.74568,41.74568,375387.895678492
QUE002315_alb,-85.74576,41.86175,366365.855805821
QUE002319_alb,-85.74573,41.86398,366146.119323052
QUE002324_alb,-85.74568,41.86993,365561.179291192
QUE002326_mac,-83.923,43.85323,46771.3481882673
QUE002331_mac,-83.92385,43.84822,46212.0326960144
QUE002335_mac,-83.92524,43.85714,47169.5171728938
QUE002336_mac,-83.75671,42.30836,97817.2412759957
QUE002337_alb,-83.7508,42.30474,201137.360220892
QUE002338_mac,-83.74966,42.30404,98088.210080912
QUE002339_alb,-83.75024,42.30204,201255.325882374
QUE002341_mac,-83.75108,42.30153,98389.7024056934
QUE002342_alb,-83.75718,42.30881,201349.737836718
QUE002346_alb,-84.39124,42.76774,228704.423137839
QUE002347_bic,-84.3908,42.76743,77632.8580068875
QUE002351_alb,-84.39044,42.76807,228631.593562759
QUE002355_alb,-84.39114,42.76662,228729.158892925
QUE002356_mac,-84.38902,42.76512,70298.0459283332
QUE002360_bic,-84.39266,42.79514,74633.694228792
QUE002361_bic,-84.38254,42.76526,70436.1510441968
QUE002362_alb,-84.38236,42.76512,228079.368753046
QUE002363_alb,-90.11329,43.01628,224013.615666839
QUE002364_mac,-90.11418,43.01643,241496.952100615
QUE002365_mac,-90.11423,43.01642,241499.712112271
QUE002366_alb,-90.11419,43.01676,223956.1939751
QUE002367_mac,-90.11481,43.01685,241477.04892215
QUE002368_mac,-90.11587,43.01993,241205.994528396
QUE002369_mac,-90.11695,43.02128,241108.970165477
QUE002370_alb,-90.1181,43.02158,223403.900501406
QUE002371_mac,-90.11771,43.02073,241190.838252448
QUE002373_mac,-90.11692,43.0193,241306.080414142
QUE002374_mac,-90.11701,43.01828,241411.355103525
QUE002375_alb,-90.11679,43.01817,223787.843291423
QUE002379_mac,-90.11654,43.02037,241185.578623834
QUE002383_alb,-90.11357,43.01563,224084.329851404
QUE002384_mac,-88.44251,43.01546,172749.022778172
QUE002385_alb,-88.44255,43.01574,172721.435865827
QUE002392_alb,-88.43778,43.01792,201398.057040634
QUE002393_mac,-88.43741,43.01838,172292.685791991
QUE002399_alb,-88.43531,43.01706,201512.978965259
QUE002400_mac,-88.43513,43.01607,172461.211640864
QUE002404_mac,-89.43194,43.03952,214060.264929888
QUE002410_alb,-89.43919,43.03918,203253.656303091
QUE002411_mac,-89.43954,43.03939,214487.617612301
QUE002416_alb,-89.44242,43.03971,203260.818173805
QUE002417_mac,-89.44229,43.03966,214616.462619235
QUE002422_alb,-89.44103,43.03713,203510.887489886
QUE002424_mac,-93.93543,44.36388,230217.894356187
QUE002427_mac,-93.93543,44.36388,230217.894356187
QUE002430_mac,-93.93551,44.36413,230207.411541391
QUE002433_mac,-94.23291,45.53,204672.922608325
QUE002436_mac,-94.23644,45.52997,204937.949729569
QUE002443_mac,-94.23989,45.53088,205165.55778923
QUE002445_mac,-93.18341,44.98602,143336.285611375
QUE002450_mac,-93.19437,44.99094,143855.253534345
QUE002453_mac,-93.23801,44.97771,147596.688490449
QUE002454_mac,-85.12054,41.08874,229017.144736956
QUE002455_mac,-85.11948,41.08919,228973.353175818
QUE002459_mac,-85.11921,41.08937,228954.957956132
QUE002460_mac,-83.47987,40.0436,84424.8366263249
QUE002463_mac,-83.47924,40.04521,84487.7903032986
QUE002467_mac,-83.47891,40.04436,84409.0369452441
QUE002471_mac,-83.09328,40.73122,99069.9457130959
QUE002474_mac,-83.09472,40.73036,99100.9893887488
QUE002478_mac,-83.09294,40.72819,98830.596393507
QUE002480_mac,-84.35969,41.55069,193026.656916924
QUE002481_mue,-84.35846,41.55096,157579.246490543
QUE002484_mue,-84.35754,41.55111,157545.26841201
QUE002487_alb,-84.35523,41.55184,291252.149995228
QUE002488_mue,-84.35439,41.55179,157411.174182438
QUE002492_mac,-84.35494,41.55453,192495.13627344
QUE002493_alb,-84.35895,41.5522,291460.950849542
QUE002494_alb,-84.36051,41.55399,291429.747336894
QUE002495_alb,-87.86613,41.71554,351306.343584408
QUE002496_mac,-87.86614,41.71553,225595.428859085
QUE002502_mac,-87.86589,41.71129,225951.128915145
QUE002503_alb,-87.86585,41.71076,351832.709331406
QUE002510_mac,-87.86563,41.70489,226494.891196582
QUE002511_alb,-87.86566,41.70382,352593.689438841
QUE002515_mac,-88.3248,41.35763,280571.959647825
QUE002518_mac,-88.31912,41.35543,280460.427065908
QUE002520_mac,-88.3248,41.35823,280520.395260054
QUE002521_mac,-87.91367,42.18309,190733.649831661
QUE002522_alb,-87.91339,42.18346,299541.541144516
QUE002526_alb,-87.91426,42.18327,299547.771349676
QUE002527_mac,-87.91594,42.18403,190807.532962883
QUE002528_bic,-87.91628,42.18431,166356.174789077
QUE002529_bic,-87.91605,42.18461,166322.28493537
QUE002531_bic,-87.91519,42.18361,166431.121841706
QUE002533_mac,-87.91427,42.18369,190727.659871277
QUE002534_alb,-87.91479,42.18271,299599.91253856
QUE002535_alb,-87.93085,41.82519,338362.722036658
QUE002536_mac,-87.93114,41.82643,219643.23774834
QUE002539_bic,-87.93334,41.82445,201597.357143059
QUE002542_mac,-87.93243,41.82484,219846.464148978
QUE002544_alb,-87.93216,41.82534,338327.40868652
QUE002555_alb,-87.93339,41.82584,338254.987513736
QUE002556_bic,-87.96408,41.82472,203460.599888928
QUE002558_mac,-87.93266,41.82545,219808.471417965
QUE002559_mac,-87.93279,41.82556,219806.504583815
QUE002560_mac,-87.881609,42.257804,183365.362366142
QUE002564_mac,-87.881609,42.257804,183365.362366142
QUE002570_mac,-103.47675,43.76049,12474.7421503355
QUE002574_mac,-103.43264,43.7746,16144.9975659746
QUE002579_mac,-103.25005,43.81684,26206.9776902486
QUE002581_mac,-103.80895,44.49133,23041.9988208619
QUE002585_mac,-103.84975,44.46733,19907.4761717635
QUE002589_mac,-103.87411,44.4337,16096.4586079794
QUE002590_mac,-93.19485,45.38953,129764.664445906
QUE002595_mac,-93.528333,44.2244444,214039.974896403
QUE002599_mac,-93.471944,44.2261111,210580.406005883
QUE002601_mac,-93.03203,44.86798,139374.855679833
QUE002608_mac,-93.188056,45.4222222,128679.389613495
QUE002613_mac,-93.678679,42.04141,398180.983409945
QUE002614_mac,-93.679052,42.049533,398116.673864859
QUE002615_mac,-93.639256,42.036203,401465.371545832
QUE002616_mac,-93.632418,42.030898,402055.02746311
QUE002617_mac,-93.633087,42.023609,402033.887304417
QUE002631_mac,-92.92696,43.68481,231067.854693404
QUE002634_mac,-92.92134,43.68461,230868.008795603
QUE002637_mac,-92.92859,43.68836,230787.10577974
QUE002638_mac,-92.93769,43.677,232245.612876054
QUE002641_mac,-92.92292,43.68531,230861.58446467
QUE002647_mac,-92.93769,43.677,232245.612876054
