mukey,ind_ID,lat,long,ffd,areasymbol,musym,muname,caco3_r,cec7_r,ec_r,ecec_r,gypsum_r,ph1to1h2o_r,claytotal_r,sandtotal_r,silttotal_r,dbthirdbar_r,lep_r,om_r,ksat_r,awc_r,pondfreqcl_dc,flodfreqcl_dc,drclassdcd,aws0100wta,surf_texture,min_surf_texture,total_aws,avg_soildepth
2504291,QUE001377,43.264793,-90.303891,131,WI103,1648A,Northbend-Ettrick silt loams; 0 to 3 percent slopes; frequently flooded,0,19.35,0,3.6,0,5.04,15.87,29.44,54.69,1.42,1.32,2.52,15.6,0.2,None,Frequent,Somewhat poorly drained,20.51,sil,sil,34.39,200
2504291,QUE001365,43.233824,-90.30431,131,WI103,1648A,Northbend-Ettrick silt loams; 0 to 3 percent slopes; frequently flooded,0,19.35,0,3.6,0,5.04,15.87,29.44,54.69,1.42,1.32,2.52,15.6,0.2,None,Frequent,Somewhat poorly drained,20.51,sil,sil,34.39,200
2504291,QUE001364,43.223441,-90.303845,131,WI103,1648A,Northbend-Ettrick silt loams; 0 to 3 percent slopes; frequently flooded,0,19.35,0,3.6,0,5.04,15.87,29.44,54.69,1.42,1.32,2.52,15.6,0.2,None,Frequent,Somewhat poorly drained,20.51,sil,sil,34.39,200
2504291,QUE001385,43.264793,-90.303891,131,WI103,1648A,Northbend-Ettrick silt loams; 0 to 3 percent slopes; frequently flooded,0,19.35,0,3.6,0,5.04,15.87,29.44,54.69,1.42,1.32,2.52,15.6,0.2,None,Frequent,Somewhat poorly drained,20.51,sil,sil,34.39,200
2504291,QUE001386,43.264793,-90.303891,131,WI103,1648A,Northbend-Ettrick silt loams; 0 to 3 percent slopes; frequently flooded,0,19.35,0,3.6,0,5.04,15.87,29.44,54.69,1.42,1.32,2.52,15.6,0.2,None,Frequent,Somewhat poorly drained,20.51,sil,sil,34.39,200
2504291,QUE001387,43.264793,-90.303891,131,WI103,1648A,Northbend-Ettrick silt loams; 0 to 3 percent slopes; frequently flooded,0,19.35,0,3.6,0,5.04,15.87,29.44,54.69,1.42,1.32,2.52,15.6,0.2,None,Frequent,Somewhat poorly drained,20.51,sil,sil,34.39,200
2504291,QUE001388,43.264793,-90.303891,131,WI103,1648A,Northbend-Ettrick silt loams; 0 to 3 percent slopes; frequently flooded,0,19.35,0,3.6,0,5.04,15.87,29.44,54.69,1.42,1.32,2.52,15.6,0.2,None,Frequent,Somewhat poorly drained,20.51,sil,sil,34.39,200
2504291,QUE001389,43.264793,-90.303891,131,WI103,1648A,Northbend-Ettrick silt loams; 0 to 3 percent slopes; frequently flooded,0,19.35,0,3.6,0,5.04,15.87,29.44,54.69,1.42,1.32,2.52,15.6,0.2,None,Frequent,Somewhat poorly drained,20.51,sil,sil,34.39,200
2504291,QUE001372,43.264793,-90.303891,131,WI103,1648A,Northbend-Ettrick silt loams; 0 to 3 percent slopes; frequently flooded,0,19.35,0,3.6,0,5.04,15.87,29.44,54.69,1.42,1.32,2.52,15.6,0.2,None,Frequent,Somewhat poorly drained,20.51,sil,sil,34.39,200
2504291,QUE001373,43.264793,-90.303891,131,WI103,1648A,Northbend-Ettrick silt loams; 0 to 3 percent slopes; frequently flooded,0,19.35,0,3.6,0,5.04,15.87,29.44,54.69,1.42,1.32,2.52,15.6,0.2,None,Frequent,Somewhat poorly drained,20.51,sil,sil,34.39,200
2504291,QUE001374,43.264793,-90.303891,131,WI103,1648A,Northbend-Ettrick silt loams; 0 to 3 percent slopes; frequently flooded,0,19.35,0,3.6,0,5.04,15.87,29.44,54.69,1.42,1.32,2.52,15.6,0.2,None,Frequent,Somewhat poorly drained,20.51,sil,sil,34.39,200
2504291,QUE001393,43.264793,-90.303891,131,WI103,1648A,Northbend-Ettrick silt loams; 0 to 3 percent slopes; frequently flooded,0,19.35,0,3.6,0,5.04,15.87,29.44,54.69,1.42,1.32,2.52,15.6,0.2,None,Frequent,Somewhat poorly drained,20.51,sil,sil,34.39,200
2504291,QUE001363,43.23857,-90.306989,131,WI103,1648A,Northbend-Ettrick silt loams; 0 to 3 percent slopes; frequently flooded,0,19.35,0,3.6,0,5.04,15.87,29.44,54.69,1.42,1.32,2.52,15.6,0.2,None,Frequent,Somewhat poorly drained,20.51,sil,sil,34.39,200
2504291,QUE001378,43.264793,-90.303891,131,WI103,1648A,Northbend-Ettrick silt loams; 0 to 3 percent slopes; frequently flooded,0,19.35,0,3.6,0,5.04,15.87,29.44,54.69,1.42,1.32,2.52,15.6,0.2,None,Frequent,Somewhat poorly drained,20.51,sil,sil,34.39,200
2504291,QUE001392,43.264793,-90.303891,131,WI103,1648A,Northbend-Ettrick silt loams; 0 to 3 percent slopes; frequently flooded,0,19.35,0,3.6,0,5.04,15.87,29.44,54.69,1.42,1.32,2.52,15.6,0.2,None,Frequent,Somewhat poorly drained,20.51,sil,sil,34.39,200
2504291,QUE001390,43.264793,-90.303891,131,WI103,1648A,Northbend-Ettrick silt loams; 0 to 3 percent slopes; frequently flooded,0,19.35,0,3.6,0,5.04,15.87,29.44,54.69,1.42,1.32,2.52,15.6,0.2,None,Frequent,Somewhat poorly drained,20.51,sil,sil,34.39,200
2504291,QUE001391,43.264793,-90.303891,131,WI103,1648A,Northbend-Ettrick silt loams; 0 to 3 percent slopes; frequently flooded,0,19.35,0,3.6,0,5.04,15.87,29.44,54.69,1.42,1.32,2.52,15.6,0.2,None,Frequent,Somewhat poorly drained,20.51,sil,sil,34.39,200
2504320,QUE001376,43.240287,-90.302314,131,WI103,21A,Palms muck; 0 to 1 percent slopes; frequently flooded,0,119.1,0,NA,NA,NA,0,0,0,0.28,NA,55,21.88,0.4,Frequent,Frequent,Very poorly drained,38.54,muck,sil,49.08,152
2504320,QUE001371,43.241424,-90.302268,131,WI103,21A,Palms muck; 0 to 1 percent slopes; frequently flooded,0,119.1,0,NA,NA,NA,0,0,0,0.28,NA,55,21.88,0.4,Frequent,Frequent,Very poorly drained,38.54,muck,sil,49.08,152
2504320,QUE001375,43.240287,-90.302314,131,WI103,21A,Palms muck; 0 to 1 percent slopes; frequently flooded,0,119.1,0,NA,NA,NA,0,0,0,0.28,NA,55,21.88,0.4,Frequent,Frequent,Very poorly drained,38.54,muck,sil,49.08,152
2504320,QUE001369,43.243623,-90.303741,131,WI103,21A,Palms muck; 0 to 1 percent slopes; frequently flooded,0,119.1,0,NA,NA,NA,0,0,0,0.28,NA,55,21.88,0.4,Frequent,Frequent,Very poorly drained,38.54,muck,sil,49.08,152
2504320,QUE001370,43.241424,-90.302268,131,WI103,21A,Palms muck; 0 to 1 percent slopes; frequently flooded,0,119.1,0,NA,NA,NA,0,0,0,0.28,NA,55,21.88,0.4,Frequent,Frequent,Very poorly drained,38.54,muck,sil,49.08,152
2532847,QUE002187,38.51089,-90.55987,190,MO189,60001,Menfro silt loam; 5 to 9 percent slopes; eroded,0,22.74,1,NA,0,5.68,29.09,4.53,66.38,1.29,3.99,1.05,5.1,0.19,None,None,Well drained,19.36,sil,sil,38.36,200
2532847,QUE002189,38.51135,-90.55921,190,MO189,60001,Menfro silt loam; 5 to 9 percent slopes; eroded,0,22.74,1,NA,0,5.68,29.09,4.53,66.38,1.29,3.99,1.05,5.1,0.19,None,None,Well drained,19.36,sil,sil,38.36,200
2532847,QUE002188,38.51146,-90.55917,190,MO189,60001,Menfro silt loam; 5 to 9 percent slopes; eroded,0,22.74,1,NA,0,5.68,29.09,4.53,66.38,1.29,3.99,1.05,5.1,0.19,None,None,Well drained,19.36,sil,sil,38.36,200
2533532,QUE002202,38.22441,-91.08194,160,MO071,66014,Haymond silt loam; 0 to 3 percent slopes; frequently flooded,0,13.08,1,NA,0,7.16,15.25,9.21,75.54,1.43,1.61,1.22,9,0.19,None,Frequent,Well drained,19.46,sil,sil,38.45,200
2533532,QUE002194,38.22685,-91.08245,160,MO071,66014,Haymond silt loam; 0 to 3 percent slopes; frequently flooded,0,13.08,1,NA,0,7.16,15.25,9.21,75.54,1.43,1.61,1.22,9,0.19,None,Frequent,Well drained,19.46,sil,sil,38.45,200
2533532,QUE002208,38.22826,-91.08238,160,MO071,66014,Haymond silt loam; 0 to 3 percent slopes; frequently flooded,0,13.08,1,NA,0,7.16,15.25,9.21,75.54,1.43,1.61,1.22,9,0.19,None,Frequent,Well drained,19.46,sil,sil,38.45,200
2533532,QUE002170,38.46187,-90.81498,164,MO071,66014,Haymond silt loam; 0 to 3 percent slopes; frequently flooded,0,13.08,1,NA,0,7.16,15.25,9.21,75.54,1.43,1.61,1.22,9,0.19,None,Frequent,Well drained,19.46,sil,sil,38.45,200
2533532,QUE002196,38.22667,-91.08296,160,MO071,66014,Haymond silt loam; 0 to 3 percent slopes; frequently flooded,0,13.08,1,NA,0,7.16,15.25,9.21,75.54,1.43,1.61,1.22,9,0.19,None,Frequent,Well drained,19.46,sil,sil,38.45,200
2533532,QUE002166,38.46385,-90.80547,164,MO071,66014,Haymond silt loam; 0 to 3 percent slopes; frequently flooded,0,13.08,1,NA,0,7.16,15.25,9.21,75.54,1.43,1.61,1.22,9,0.19,None,Frequent,Well drained,19.46,sil,sil,38.45,200
2533532,QUE002195,38.22665,-91.08285,160,MO071,66014,Haymond silt loam; 0 to 3 percent slopes; frequently flooded,0,13.08,1,NA,0,7.16,15.25,9.21,75.54,1.43,1.61,1.22,9,0.19,None,Frequent,Well drained,19.46,sil,sil,38.45,200
2533925,QUE002225,38.21733,-91.09339,155,MO071,70009,Goss gravelly silt loam; 8 to 15 percent slopes,0,14.32,0.2,NA,0,5.87,27.41,17.22,55.37,1.47,1.76,0.5,4.84,0.09,None,None,Well drained,9.4,gr-sil,gr-sil,18.03,200
2533925,QUE002219,38.21786,-91.09209,155,MO071,70009,Goss gravelly silt loam; 8 to 15 percent slopes,0,14.32,0.2,NA,0,5.87,27.41,17.22,55.37,1.47,1.76,0.5,4.84,0.09,None,None,Well drained,9.4,gr-sil,gr-sil,18.03,200
2533925,QUE002216,38.21713,-91.09208,155,MO071,70009,Goss gravelly silt loam; 8 to 15 percent slopes,0,14.32,0.2,NA,0,5.87,27.41,17.22,55.37,1.47,1.76,0.5,4.84,0.09,None,None,Well drained,9.4,gr-sil,gr-sil,18.03,200
2534519,QUE001858,37.97792,-92.76518,170,MO029,73042,Niangua-Bardley complex; 15 to 50 percent slopes; extremely stony,0,34.93,0.2,20.45,0,5.56,56.14,7.91,35.95,1.26,6.47,0.92,2.91,0.1,None,None,Well drained,9.24,grv-sil,grv-sil,11.67,1
2534519,QUE001860,37.97792,-92.76518,170,MO029,73042,Niangua-Bardley complex; 15 to 50 percent slopes; extremely stony,0,34.93,0.2,20.45,0,5.56,56.14,7.91,35.95,1.26,6.47,0.92,2.91,0.1,None,None,Well drained,9.24,grv-sil,grv-sil,11.67,1
2534519,QUE001839,37.97291,-92.76217,170,MO029,73042,Niangua-Bardley complex; 15 to 50 percent slopes; extremely stony,0,34.93,0.2,20.45,0,5.56,56.14,7.91,35.95,1.26,6.47,0.92,2.91,0.1,None,None,Well drained,9.24,grv-sil,grv-sil,11.67,1
2534519,QUE001835,37.97259,-92.762,170,MO029,73042,Niangua-Bardley complex; 15 to 50 percent slopes; extremely stony,0,34.93,0.2,20.45,0,5.56,56.14,7.91,35.95,1.26,6.47,0.92,2.91,0.1,None,None,Well drained,9.24,grv-sil,grv-sil,11.67,1
2534519,QUE001857,37.97793,-92.76516,170,MO029,73042,Niangua-Bardley complex; 15 to 50 percent slopes; extremely stony,0,34.93,0.2,20.45,0,5.56,56.14,7.91,35.95,1.26,6.47,0.92,2.91,0.1,None,None,Well drained,9.24,grv-sil,grv-sil,11.67,1
2534519,QUE001846,37.97414,-92.76266,170,MO029,73042,Niangua-Bardley complex; 15 to 50 percent slopes; extremely stony,0,34.93,0.2,20.45,0,5.56,56.14,7.91,35.95,1.26,6.47,0.92,2.91,0.1,None,None,Well drained,9.24,grv-sil,grv-sil,11.67,1
2534519,QUE001841,37.97316,-92.76227,170,MO029,73042,Niangua-Bardley complex; 15 to 50 percent slopes; extremely stony,0,34.93,0.2,20.45,0,5.56,56.14,7.91,35.95,1.26,6.47,0.92,2.91,0.1,None,None,Well drained,9.24,grv-sil,grv-sil,11.67,1
2534519,QUE001840,37.973,-92.76217,170,MO029,73042,Niangua-Bardley complex; 15 to 50 percent slopes; extremely stony,0,34.93,0.2,20.45,0,5.56,56.14,7.91,35.95,1.26,6.47,0.92,2.91,0.1,None,None,Well drained,9.24,grv-sil,grv-sil,11.67,1
2536161,QUE002176,38.51339,-90.57564,191,MO189,73509,Union silt loam; 8 to 15 percent slopes; eroded,0,11.3,0.2,10.73,0,5.08,29.21,9.65,61.14,1.43,2.05,0.74,6.89,0.14,None,None,Moderately well drained,13.77,sil,sil,18.18,NA
2536161,QUE002180,38.51456,-90.57724,191,MO189,73509,Union silt loam; 8 to 15 percent slopes; eroded,0,11.3,0.2,10.73,0,5.08,29.21,9.65,61.14,1.43,2.05,0.74,6.89,0.14,None,None,Moderately well drained,13.77,sil,sil,18.18,NA
2536161,QUE002183,38.51437,-90.57241,191,MO189,73509,Union silt loam; 8 to 15 percent slopes; eroded,0,11.3,0.2,10.73,0,5.08,29.21,9.65,61.14,1.43,2.05,0.74,6.89,0.14,None,None,Moderately well drained,13.77,sil,sil,18.18,NA
2561807,QUE002370,43.02158,-90.1181,134,WI049,1130F,Lacrescent-Dunbarton complex; very stony; 30 to 60 percent slopes,0.27,20.24,0,NA,0,6.91,25.29,24.42,50.29,1.35,2.37,1.93,16.08,0.16,None,None,Well drained,12.68,cb-sil,cb-sil,16.9,169
2561807,QUE002367,43.01685,-90.11481,125,WI049,1130F,Lacrescent-Dunbarton complex; very stony; 30 to 60 percent slopes,0.27,20.24,0,NA,0,6.91,25.29,24.42,50.29,1.35,2.37,1.93,16.08,0.16,None,None,Well drained,12.68,cb-sil,cb-sil,16.9,169
2561807,QUE002375,43.01817,-90.11679,125,WI049,1130F,Lacrescent-Dunbarton complex; very stony; 30 to 60 percent slopes,0.27,20.24,0,NA,0,6.91,25.29,24.42,50.29,1.35,2.37,1.93,16.08,0.16,None,None,Well drained,12.68,cb-sil,cb-sil,16.9,169
2561807,QUE002374,43.01828,-90.11701,125,WI049,1130F,Lacrescent-Dunbarton complex; very stony; 30 to 60 percent slopes,0.27,20.24,0,NA,0,6.91,25.29,24.42,50.29,1.35,2.37,1.93,16.08,0.16,None,None,Well drained,12.68,cb-sil,cb-sil,16.9,169
2561809,QUE002363,43.01628,-90.11329,125,WI049,1195F,Elkmound-Northfield complex; 30 to 60  percent slopes; very rocky,0,9.32,NA,NA,0,5.6,15.09,57.47,27.44,1.57,1.5,0.64,18.74,0.16,None,None,Well drained,8.01,sl,sl,9.12,NA
2567855,QUE002099,40.45791,-85.50685,147,IN053,GlrC,Glynwood silt loam; 6 to 12 percent slopes,5.86,20.88,0,14.38,0,6.6,35.66,22.72,41.62,1.61,4.5,0.93,2.79,0.14,None,None,Moderately well drained,14.42,sil,sil,20.78,NA
2586534,QUE002574,43.7746,-103.43264,103,SD607,Q0004E,Mocmont-Rock outcrop complex; 10 to 40 percent slopes,0,19.43,0.31,29.2,0,6.29,23.98,37.09,38.93,1.29,1.99,3.2,12.09,0.13,None,None,Well drained,10.13,spm,gr-l,18.77,155
2586534,QUE002570,43.76049,-103.47675,103,SD607,Q0004E,Mocmont-Rock outcrop complex; 10 to 40 percent slopes,0,19.43,0.31,29.2,0,6.29,23.98,37.09,38.93,1.29,1.99,3.2,12.09,0.13,None,None,Well drained,10.13,spm,gr-l,18.77,155
2606448,QUE001783,41.9736,-91.7239,140,IA113,4083C,Kenyon-Urban land complex; 5 to 9 percent slopes,0,19.22,0.1,NA,0,5.8,23.56,39.81,36.63,1.59,2.88,1.47,4.68,0.17,None,None,Moderately well drained,17.32,l,l,31.52,200
2606448,QUE001780,41.97323,-91.72465,140,IA113,4083C,Kenyon-Urban land complex; 5 to 9 percent slopes,0,19.22,0.1,NA,0,5.8,23.56,39.81,36.63,1.59,2.88,1.47,4.68,0.17,None,None,Moderately well drained,17.32,l,l,31.52,200
2606465,QUE001789,41.97362,-91.72565,140,IA113,4391B,Clyde-Floyd-Urban land complex; 0 to 5 percent slopes,0,21.82,0.1,NA,0,6.7,25.96,29.95,44.1,1.41,3.14,3.46,7.17,0.2,None,None,Poorly drained,19.84,sicl,sicl,35.68,200
2668810,QUE002304,39.10791,-96.60469,153,KS161,4590,Clime-Sogn complex; 3 to 20 percent slopes,6.13,24.72,0.32,NA,0,7.72,41.13,7.76,51.11,1.34,4.82,2.37,0.98,0.16,None,None,Well drained,9.45,sic,sic,10.42,1
2668810,QUE002303,39.10158,-96.59982,153,KS161,4590,Clime-Sogn complex; 3 to 20 percent slopes,6.13,24.72,0.32,NA,0,7.72,41.13,7.76,51.11,1.34,4.82,2.37,0.98,0.16,None,None,Well drained,9.45,sic,sic,10.42,1
2733259,QUE002581,44.49133,-103.80895,112,SD081,P256D,Nevee-Spearfish silt loams; 6 to 20 percent slopes,7.42,12.99,1.23,NA,0.84,7.59,17.1,17.66,65.24,1.44,2.04,0.92,7.23,0.2,None,None,Well drained,16.44,sil,sil,19.84,1
2745688,QUE002579,43.81684,-103.25005,125,SD607,P366D,Recluse-Fairburn loams; dry; 6 to 15 percent slopes,4.49,17.33,0.84,NA,0.24,7.54,21.18,40.37,38.45,1.39,2.43,0.9,7.44,0.17,None,None,Well drained,14.72,l,l,20.72,107
2800480,QUE002613,42.04141,-93.678679,137,IA169,L55,Nicollet loam; 1 to 3 percent slopes,3.9,18.91,0,NA,0,6.81,23.14,37.48,39.38,1.35,2.57,2.44,9.17,0.19,None,None,Somewhat poorly drained,19.04,l,l,37.04,200
2809845,QUE001759,43.10698,-89.80825,130,WI025,161D2,Fivepoints silt loam; 12 to 20 percent slopes; moderately eroded,0,20.84,0,NA,0,6.61,27.42,26.51,46.08,1.45,3.35,0.54,11.9,0.12,None,None,Well drained,11.12,sil,sil,11.3,1
2809845,QUE001767,43.10543,-89.80593,130,WI025,161D2,Fivepoints silt loam; 12 to 20 percent slopes; moderately eroded,0,20.84,0,NA,0,6.61,27.42,26.51,46.08,1.45,3.35,0.54,11.9,0.12,None,None,Well drained,11.12,sil,sil,11.3,1
2809846,QUE001750,43.10632,-89.8066,130,WI025,1145F,Gaphill-Rockbluff complex; 30 to 60 percent slopes,0,4.27,0,NA,NA,6.27,7.29,80.57,12.14,1.6,1.5,0.96,59.13,0.1,None,None,Well drained,10.54,sl,sl,13.34,203
2834933,QUE001804,42.04211,-93.60619,137,IA169,L236B,Lester loam; Bemis moraine; 2 to 6 percent slopes,0,22.26,0,NA,0,6.43,27.72,35.28,37,1.47,3.54,1.31,5.23,0.18,None,None,Well drained,18.16,l,l,35.86,200
2835194,QUE001820,42.04561,-93.61113,137,IA169,L95,Harps clay loam; Bemis moraine; 0 to 2 percent slopes,25,16.95,0,NA,0,7.9,24.44,34.05,41.51,1.26,2.12,3.68,7.9,0.19,None,None,Poorly drained,18.93,cl,cl,36.98,200
2916702,QUE002614,42.049533,-93.679052,137,IA169,L62D2,Storden loam; Bemis moraine; 10 to 16 percent slopes; moderately eroded,18.4,15.06,0,NA,0,7.78,20.4,43.8,35.8,1.5,2,0.9,9.17,0.18,None,None,Well drained,18,l,l,36,200
3056115,QUE002101,40.45892,-85.50383,147,IN053,GleB2,Glynwood silt loam; end moraine; 1 to 4 percent slopes; eroded,8.32,19.86,0,NA,0,6.82,36.06,23.24,40.7,1.65,3.8,0.89,1.25,0.12,None,None,Moderately well drained,11.86,sil,sil,15.09,NA
3056115,QUE002103,40.45908,-85.50446,147,IN053,GleB2,Glynwood silt loam; end moraine; 1 to 4 percent slopes; eroded,8.32,19.86,0,NA,0,6.82,36.06,23.24,40.7,1.65,3.8,0.89,1.25,0.12,None,None,Moderately well drained,11.86,sil,sil,15.09,NA
3056115,QUE002102,40.45905,-85.50411,147,IN053,GleB2,Glynwood silt loam; end moraine; 1 to 4 percent slopes; eroded,8.32,19.86,0,NA,0,6.82,36.06,23.24,40.7,1.65,3.8,0.89,1.25,0.12,None,None,Moderately well drained,11.86,sil,sil,15.09,NA
3056117,QUE002105,40.45916,-85.50807,147,IN053,GweB3,Glynwood-Mississinewa clay loams; end moraine; 3 to 8 percent slopes; severely eroded,10.97,18.5,0,NA,0,7.03,36.62,23.56,39.83,1.67,3.48,0.6,1.23,0.1,None,None,Moderately well drained,10.78,cl,cl,14,200
3056117,QUE002109,40.45916,-85.50973,147,IN053,GweB3,Glynwood-Mississinewa clay loams; end moraine; 3 to 8 percent slopes; severely eroded,10.97,18.5,0,NA,0,7.03,36.62,23.56,39.83,1.67,3.48,0.6,1.23,0.1,None,None,Moderately well drained,10.78,cl,cl,14,200
3056117,QUE002108,40.45911,-85.50917,147,IN053,GweB3,Glynwood-Mississinewa clay loams; end moraine; 3 to 8 percent slopes; severely eroded,10.97,18.5,0,NA,0,7.03,36.62,23.56,39.83,1.67,3.48,0.6,1.23,0.1,None,None,Moderately well drained,10.78,cl,cl,14,200
3056117,QUE002107,40.45917,-85.50926,147,IN053,GweB3,Glynwood-Mississinewa clay loams; end moraine; 3 to 8 percent slopes; severely eroded,10.97,18.5,0,NA,0,7.03,36.62,23.56,39.83,1.67,3.48,0.6,1.23,0.1,None,None,Moderately well drained,10.78,cl,cl,14,200
3056117,QUE002106,40.45911,-85.50878,147,IN053,GweB3,Glynwood-Mississinewa clay loams; end moraine; 3 to 8 percent slopes; severely eroded,10.97,18.5,0,NA,0,7.03,36.62,23.56,39.83,1.67,3.48,0.6,1.23,0.1,None,None,Moderately well drained,10.78,cl,cl,14,200
NA,QUE001959,49.71187,-95.24456,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,QUE001960,49.76104,-99.15971,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,QUE001963,49.76137,-99.1604,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,QUE001969,49.76055,-99.15844,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,QUE001971,49.85783,-97.24911,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,QUE001974,49.85392,-97.24828,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,QUE001484,41.719269,87.866098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,QUE001485,42.719269,87.866098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,QUE001979,49.85344,-97.24661,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,QUE001951,49.71376,-95.24385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,QUE001955,49.71204,-95.2448,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
